Title,Desc,Type,BodyPart,Equipment,Level,Rating,RatingDesc,combined_text
Close-Grip EZ-Bar Curl - Gethin Variation,"The close-grip EZ-bar curl is an exercise targeting the biceps, particularly the long head. The main difference between this exercise and standard barbell curls is that the hands are positioned closer together on the bar. It is thought that this helps build the outer biceps head and the peak. This curl variation is usually performed for moderate to high reps, like at least 8-12 reps per set.",Strength,Biceps,Barbell,Intermediate,,,"close-grip ez-bar curl - gethin variation the close-grip ez-bar curl is an exercise targeting the biceps, particularly the long head. the main difference between this exercise and standard barbell curls is that the hands are positioned closer together on the bar. it is thought that this helps build the outer biceps head and the peak. this curl variation is usually performed for moderate to high reps, like at least 8-12 reps per set."
Seated Barbell Curl,,Strength,Biceps,Barbell,Intermediate,,,seated barbell curl 
AM Standing Barbell Curl,"The standing EZ-bar curl is an immenselyp popular exercise targeting the biceps. It is commonly performed for moderate to high reps as part of an upper body or arms-focused workout. Many gyms even have EZ-bars at fixed weights, allowing for easy weight changes.",Strength,Biceps,Barbell,Intermediate,,,"am standing barbell curl the standing ez-bar curl is an immenselyp popular exercise targeting the biceps. it is commonly performed for moderate to high reps as part of an upper body or arms-focused workout. many gyms even have ez-bars at fixed weights, allowing for easy weight changes."
EZ-bar preacher curl,"The EZ-bar preacher curl is a classic exercise for building bigger biceps. This move is all about isolation. With the back of the upper arms against the pad, it's next to impossible to use momentum which forces the muscles to work harder.",Strength,Biceps,Barbell,Intermediate,,,"ez-bar preacher curl the ez-bar preacher curl is a classic exercise for building bigger biceps. this move is all about isolation. with the back of the upper arms against the pad, it's next to impossible to use momentum which forces the muscles to work harder."
30 Arms Standing Barbell Curl,,Strength,Biceps,Barbell,Intermediate,,,30 arms standing barbell curl 
30 Arms Incline Biceps Curl,,Strength,Biceps,Barbell,Intermediate,,,30 arms incline biceps curl 
"Bicep Curls ""21s""",,Strength,Biceps,Barbell,Intermediate,,,"bicep curls ""21s"" "
Incline Hammer Curls,,Strength,Biceps,Dumbbell,Beginner,9.5,Average,incline hammer curls 
Hammer Curls,"This curl is performed simultaneously with dumbbells but without wrist supination. Throughout each rep, the wrists remain neutral, like a carpenter hammering a nail.",Strength,Biceps,Dumbbell,Intermediate,9.1,Average,"hammer curls this curl is performed simultaneously with dumbbells but without wrist supination. throughout each rep, the wrists remain neutral, like a carpenter hammering a nail."
Biceps curl to shoulder press,"The biceps curl to shoulder press is a dumbbell complex that combines two exercises that build and strengthen the biceps and shoulders or deltoids. It is usually performed one rep of each movement at a time, although you could perform more reps of each, or increase the reps in successive rounds (e.g., 1 rep in round 1, 2 reps in round 2, etc.). No matter how you structure the sets and reps, it is a time-efficient way to hit two crucial upper-body muscles in any workout.",Strength,Biceps,Dumbbell,Beginner,9.1,Average,"biceps curl to shoulder press the biceps curl to shoulder press is a dumbbell complex that combines two exercises that build and strengthen the biceps and shoulders or deltoids. it is usually performed one rep of each movement at a time, although you could perform more reps of each, or increase the reps in successive rounds (e.g., 1 rep in round 1, 2 reps in round 2, etc.). no matter how you structure the sets and reps, it is a time-efficient way to hit two crucial upper-body muscles in any workout."
Concentration curl,"The concentration curl is a classic exercise for building the biceps one arm at a time. It can be performed bent over or kneeling, but is more often performed seated on a bench. It's great for emphasizing the biceps peak and is often used to finish a biceps workout. Like most curl variations, these are usually performed for moderate to high reps, such as 8-12 reps per set or more.",Strength,Biceps,Dumbbell,Intermediate,9.0,Average,"concentration curl the concentration curl is a classic exercise for building the biceps one arm at a time. it can be performed bent over or kneeling, but is more often performed seated on a bench. it's great for emphasizing the biceps peak and is often used to finish a biceps workout. like most curl variations, these are usually performed for moderate to high reps, such as 8-12 reps per set or more."
Flexor Incline Dumbbell Curls,,Strength,Biceps,Dumbbell,Beginner,9.0,Average,flexor incline dumbbell curls 
Dumbbell Bicep Curl,"The dumbbell biceps curl is a single-joint exercise for building bigger and stronger biceps. Popular among gym goers of all experience levels, this move can be done seated or standing. It is generally performed for moderate to high reps, such as 8-12 reps or higher, as part of the arm-focused portion of a workout.",Strength,Biceps,Dumbbell,Intermediate,8.9,Average,"dumbbell bicep curl the dumbbell biceps curl is a single-joint exercise for building bigger and stronger biceps. popular among gym goers of all experience levels, this move can be done seated or standing. it is generally performed for moderate to high reps, such as 8-12 reps or higher, as part of the arm-focused portion of a workout."
Cross-body hammer curl,"The cross-body hammer curl is a dumbbell exercise that targets the biceps, brachialis, and forearm muscles. Rather than lifting the weights directly in front of the body, you lift them across the torso. Throughout each rep, the wrists remain neutral, like a carpenter hammering a nail. This helps isolate the brachialis muscles on each arm. It is generally performed for moderate to high reps, such as 8-12 reps or more, as part of the arm-focused portion of a workout.",Strength,Biceps,Dumbbell,Beginner,8.9,Average,"cross-body hammer curl the cross-body hammer curl is a dumbbell exercise that targets the biceps, brachialis, and forearm muscles. rather than lifting the weights directly in front of the body, you lift them across the torso. throughout each rep, the wrists remain neutral, like a carpenter hammering a nail. this helps isolate the brachialis muscles on each arm. it is generally performed for moderate to high reps, such as 8-12 reps or more, as part of the arm-focused portion of a workout."
Dumbbell Alternate Bicep Curl,"The alternating biceps curl is a single-joint exercise for building bigger and stronger biceps one arm at a time. Popular among gym goers of all experience levels, this move can be done seated or standing. It is generally performed for moderate to high reps, such as 8-12 reps or higher, as part of the arm-focused portion of a workout.",Strength,Biceps,Dumbbell,Intermediate,8.7,Average,"dumbbell alternate bicep curl the alternating biceps curl is a single-joint exercise for building bigger and stronger biceps one arm at a time. popular among gym goers of all experience levels, this move can be done seated or standing. it is generally performed for moderate to high reps, such as 8-12 reps or higher, as part of the arm-focused portion of a workout."
